"Policy Effective Date","Submission Name","Submission Type","Production Office","Placing Broker","Line of Business","Client Name","Industry","Employees","Annual Revenue Currency","Annual Revenue","Stage","Lost/NTU Reason","Declined Reason","Production Region","Profit Center","100 Percent Policy Booked Premium Currency","100 Percent Policy Booked Premium","Assigned Underwriter","Effective Month","Last Modified Alias"
"4/1/2019","SD-FNL-ATL-19-1769231","Renewal","Atlanta","USI Insurance Services LLC","Private/NFP","Lion Management, Inc.","Consulting","5","USD","596935.00","Bound","","","North America","Financial Lines - 20150","USD","16276.00","Chris Cirelli","Apr","iadmi"
"4/7/2019","SD-FNL-ATL-19-1768971","Renewal","Atlanta","CRC Insurance Services Inc","Private/NFP","Buy Lo Quality Foods","Food & Beverage","3","USD","0.00","Bound","","","North America","Financial Lines - 20150","USD","24325.00","Chris Cirelli","Apr","iadmi"
"4/30/2018","SD-XFL-ATL-18-1395827","Renewal","Nashville","Willis of Tennessee, Inc.","Commercial","RYMAN HOSPITALITY PROPERTIES, INC.","Finance","1113","USD","1275118000.00","Bound","","","North America","Financial Lines - 20150","USD","34500.00","Chris Cirelli","Apr","iadmi"
"4/1/2018","SD-FNL-ATL-18-1374083","Renewal","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Wilbert Funeral Services, Inc","Manufacturing","720","USD","244668970.00","Bound","","","North America","Financial Lines - 20150","USD","58792.00","Chris Cirelli","Apr","iadmi"
"4/7/2017","SD-FNL-ATL-17-1106738","Renewal","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Buy Lo Quality Foods","Food & Beverage","3","USD","0.00","Bound","","","North America","Financial Lines - 20150","USD","22864.00","Chris Cirelli","Apr","iguma"
"4/1/2017","SD-FNL-ATL-17-1112155","Renewal","Miami","USI Insurance Services","Private/NFP","Lion Management, Inc.","Consulting","5","USD","596935.00","Bound","","","North America","Financial Lines - 20150","USD","16004.00","Chris Cirelli","Apr","iguma"
"4/1/2019","SD-FNL-ATL-19-1696965","Renewal","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Methodist Children's Homes of Mississippi","Other","30","USD","3425669.00","Bound","","","North America","Financial Lines - 20150","USD","16096.00","Chris Cirelli","Apr","jfrin"
"4/23/2019","SD-FNL-ATL-19-1723860","Renewal","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Wasatch Education, Inc","Education","32","USD","110910.00","Bound","","","North America","Financial Lines - 20150","USD","19397.00","Chris Cirelli","Apr","jfrin"
"4/11/2017","SD-FNL-ATL-17-1042610","Renewal","Nashville","AmWINS Brokerage of Tennessee","Private/NFP","Palomino Horse Breeders of America","Agriculture","9","USD","599220.00","Bound","","","North America","Financial Lines - 20150","USD","7948.00","Chris Cirelli","Apr","jfrin"
"4/1/2019","SD-XFL-ATL-19-1696896","Renewal","Charlotte","USI Insurance Services LLC","Commercial","Roper Industries, Inc.","Machinery","15611","USD","5191200000.00","Bound","","","North America","Financial Lines - 20150","USD","71750.00","Chris Cirelli","Apr","jfrin"
"4/19/2019","SD-XFL-ATL-19-1721473","Renewal","Atlanta","ARC South, LLC","Private/NFP","DAV Acquisition Corp.","","0","USD","","Bound","","","North America","Financial Lines - 20150","USD","8000.00","Chris Cirelli","Apr","jfrin"
"4/1/2018","SD-FNL-ATL-18-1435702","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Westminster Retirement Communities, Inc.","Healthcare","5","USD","1904562.00","Declined","","Unable to Match Competitors","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","jspec"
"4/7/2019","SD-FNL-ATL-19-1771259","New","Atlanta","USI Insurance Services LLC","Private/NFP","ONESPAWORLD HOLDINGS LIMITED","","0","USD","26000000.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","kgoss"
"4/1/2019","SD-FNL-ATL-19-1774742","New","Nashville","AmWINS Brokerage of Tennessee","Commercial","VILONIA PUBLIC SCHOOLS","Education","450","USD","31825830.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","kgoss"
"4/30/2019","SD-FNL-ATL-19-1804946","New","Nashville","Willis of Tennessee, Inc.","Private/NFP","Path Medical Center Holdings, Inc.","Finance","1","USD","0.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","kgoss"
"4/1/2017","SD-FNL-ATL-17-1099517","New","Atlanta","Beecher Carlson Insurance Services LLC","Private/NFP","Atton Hotels USA, Inc.","","0","USD","","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/7/2017","SD-FNL-ATL-17-1065116","Renewal","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Family Worship Center Church","Not For Profit","1","USD","786655.00","Lost/NTU","Insured Did Not Purchase/Renew","","North America","Financial Lines - 20150","USD","32000.00","Chris Cirelli","Apr","marre"
"4/15/2017","SD-FNL-ATL-17-1067226","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Dynamic Recovery Solutions, LLC","Finance","41","USD","5987944.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/1/2017","SD-FNL-ATL-17-1058915","New","Nashville","CRC Insurance Services Inc","Private/NFP","Neighbors In Need of Services, Inc.","Education","550","USD","28219938.00","Declined","","Other Underwriting Guidelines","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/1/2017","SD-FNL-ATL-17-1063196","New","Atlanta","CRC Insurance Services, Inc.","Private/NFP","Rector Phillips Morse, Inc","Other","110","USD","9757322.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/1/2017","SD-FNL-ATL-17-1091519","New","Charlotte","USI Insurance Services National, Inc","Private/NFP","The Langdale Company","Manufacturing","425","USD","122542339.00","Declined","","Other Underwriting Guidelines","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/1/2017","SD-FNL-ATL-17-1104899","New","Atlanta","Socius Insurance Services, Inc.","Private/NFP","Tapstone Energy, LLC","Energy","34","USD","52468014.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/1/2017","SD-XFL-ATL-17-1038425","Renewal","Miami","CRC Insurance Services, Inc.","Private/NFP","Sherloq Group, Inc.","Banking","100","USD","15652441.00","Lost/NTU","Insured Did Not Purchase/Renew","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/1/2017","SD-FNL-ATL-17-1060556","New","Miami","CRC Insurance Services, Inc.","Private/NFP","Lutheran Social Services of the South, Inc.","Other","784","USD","62595276.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/1/2017","SD-FNL-ATL-17-1099653","New","Miami","CRC Insurance Services, Inc.","Private/NFP","Westminster Retirement Communities, Inc.","Healthcare","5","USD","1904562.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/1/2017","SD-FNL-ATL-17-1099575","New","Miami","USI Insurance Services LLC","Private/NFP","York Bridge Concepts, Inc.","Manufacturing","40","USD","7000000.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/1/2017","SD-FNL-ATL-17-1093766","New","Charlotte","CRC Insurance Services Inc","Commercial","Level Beauty Group","Other","8","USD","8420142.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/1/2017","SD-FNL-ATL-17-1067193","New","Atlanta","Edgewood Partners Insurance Center (EPIC)","Private/NFP","NEEL-SCHAFFER, INC","Engineering","350","USD","112719109.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","marre"
"4/28/2018","SD-FNL-ATL-18-1454606","New","Atlanta","Willis Insurance Services of Georgia, Inc.","Private/NFP","AFFL Associates, LLC","Entertainment","9","USD","5000000.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","mmira"
"4/12/2018","SD-FNL-ATL-18-1480859","New","Atlanta","Risk Placement Services","Private/NFP","Harbor Village Inc.","Government","9","USD","0.00","Declined","","Auto Close","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/5/2019","SD-FNL-ATL-19-1793755","New","Atlanta","Risk Placement Services","Private/NFP","Morphogenesis Inc.","Other","1","USD","27976.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/11/2019","SD-FNL-ATL-19-1774279","New","Atlanta","Risk Placement Services","Private/NFP","MCD Miami LLC","Other","7","USD","94459.00","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/13/2019","SD-FNL-ATL-19-1750636","New","Atlanta","Risk Placement Services","Private/NFP","The Sky Family YMCA Inc.","Entertainment","475","USD","15208217.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/15/2019","SD-FNL-ATL-19-1757373","New","Nashville","Worldwide Facilities, LLC","Private/NFP","Colorado Golf Club Inc","Entertainment","44","USD","3852950.00","Declined","","Insufficient Information","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/29/2019","SD-FNL-ATL-19-1793852","New","Nashville","Worldwide Facilities, LLC","Private/NFP","Three Six Zero Group, Inc","Other","4","USD","119165.00","Declined","","Out of Appetite","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/1/2019","SD-FNL-ATL-19-1770431","New","Charlotte","CRC ProExec","Private/NFP","Westminster Retirement Communities, Inc.","Healthcare","5","USD","1904562.00","Lost/NTU","Limits/Deductible","","North America","Financial Lines - 20150","USD","80074.00","Chris Cirelli","Apr","sbatc"
"4/2/2019","SD-FNL-ATL-19-1790954","New","Atlanta","CRC Insurance Services Inc","Private/NFP","W.H. Bass, Inc.","Construction","50","USD","46946848.00","Declined","","Auto Close","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/2/2019","SD-FNL-ATL-19-1797994","New","Atlanta","CRC Insurance Services Inc","Private/NFP","W.H. Bass, Inc.","Construction","50","USD","46946848.00","Declined","","Auto Close","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/8/2019","SD-FNL-ATL-19-1772766","New","Atlanta","CRC Insurance Services Inc","Private/NFP","MS Lottery Corporation","","0","USD","80000000.00","Declined","","No Broker Response","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/27/2019","SD-FNL-ATL-19-1784960","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Cowboy Maloney Appliance, Audio, Video Centers, Inc.","Retail","150","USD","35809694.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/22/2019","SD-FNL-ATL-19-1793635","New","Atlanta","Capitol Special Risks, A Division Of SPG, LLC","Private/NFP","River City Ford and River City Subaru","Retail","1","USD","347246.00","Declined","","Deductible Level","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/16/2018","SD-FNL-ATL-18-1405965","New","Charlotte","Aon Risk Services South, Inc.","Financial Institutions","Piedmont Office Realty Trust, Inc.","Finance","134","USD","525967000.00","Lost/NTU","Price","","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/1/2019","SD-FNL-ATL-19-1732276","New","Charlotte","Aon Risk Services South, Inc.","Financial Institutions","Piedmont Office Realty Trust, Inc.","Finance","134","USD","525967000.00","Declined","","Auto Close","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/4/2018","SD-FNL-ATL-18-1441445","New","Atlanta","CRC Insurance Services Inc","Private/NFP","JAE Restaurant Group LLC.","Retail","65","USD","1560123.00","Declined","","Time Limitations","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/11/2018","SD-FNL-ATL-18-1436978","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Guyoungtech USA, Inc.","Manufacturing","0","USD","0.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/1/2019","SD-FNL-ATL-19-1782095","New","Atlanta","CRC Insurance Services Inc","Private/NFP","Torian Holdings","Finance","2","USD","0.00","Declined","","Loss History","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/30/2019","SD-FNL-ATL-19-1799328","New","Atlanta","USI Insurance Services National, Inc.","Private/NFP","Accountable Healthcare Staffing, Inc.","Other","1027","USD","55987634.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/15/2019","SD-FNL-ATL-19-1785985","New","Charlotte","AmWins Brokerage of the Carolinas, LLC","Private/NFP","Rubenstein Law, PA","Other","22","USD","5415849.00","Declined","","Below Minimum Premium","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/28/2019","SD-FNL-ATL-19-1798287","New","Charlotte","AmWins Brokerage of the Carolinas, LLC","Private/NFP","Guernsey Health Systems","Transportation","600","USD","1997532.00","Declined","","Financial","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/1/2018","SD-FNL-ATL-18-1374260","Renewal","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Methodist Children's Homes of Mississippi","Other","30","USD","3425669.00","Bound","","","North America","Financial Lines - 20150","USD","15459.00","Chris Cirelli","Apr","sbatc"
"4/1/2018","SD-FNL-ATL-18-1449566","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Financial Institutions","Samsung Fire & Marine Management Corp.","Retail","5","USD","538081.00","Declined","","Nature of Insured's Business","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/4/2018","SD-FNL-ATL-18-1376721","Renewal","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","United Apartment Group","Other","2","USD","140000.00","Declined","","Auto Close","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/20/2018","SD-FNL-ATL-18-1447569","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","RCP Education I, LLC","Other","2","USD","140000.00","Declined","","Insufficient Information","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/23/2018","SD-FNL-ATL-18-1390423","Renewal","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Wasatch Education, Inc","Education","32","USD","110910.00","Bound","","","North America","Financial Lines - 20150","USD","17749.00","Chris Cirelli","Apr","sbatc"
"4/15/2019","SD-FNL-ATL-19-1810443","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Noorda College of Osteopathic Medicine","","130","USD","50000000.00","Declined","","Auto Close","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/23/2019","SD-FNL-ATL-19-1804877","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Private/NFP","Wasatch Education, Inc","Education","32","USD","110910.00","Declined","","Auto Close","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
"4/1/2019","SD-FNL-ATL-19-1778719","New","Nashville","AmWINS Brokerage of Tennessee","Private/NFP","Sunshine Terrace Foundation, Inc.","Healthcare","320","USD","11790334.00","Declined","","Auto Close","North America","Financial Lines - 20150","USD","0.00","Chris Cirelli","Apr","sbatc"
